"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Yelp"	"Cathedral of St. John the Evangelist"	"1007 Superior Ave E"	"Cleveland"	"OH"	"44114"	""	"41.5029754"	"-81.6880335"	"Religious Organizations, Churches"	"2167716666, +12167716666"	"6:0-18:0"	"6:0-18:0"	"6:0-18:0"	"6:0-18:0"	"6:0-17:0"	"6:0-18:0"	"6:0-18:0"	  0	 0.000000000	131	 0.0	 0	 0	 0	  0.0	
"Google"	"Jetsun's Juicyburger"	"74 Crockford Blvd"	"Scarborough"	"ON"	"M1R"	"Canada"	"43.727165"	"-79.293247"	"restaurants"	"+14167515387"	""	""	""	""	""	""	""	100	57.213154775	139	50.0	 0	10	20	 80.0	MATCHED
"Facebook"	"Jetsuns Juicyburger"	"1900 Eglinton Ave E"	"Toronto"	"ON"	"M1L 2L9"	"Canada"	"43.727001776215"	"-79.293010710916"	"Fast Food Restaurant, Burger Restaurant"	"4167515387"	""	""	""	""	""	""	""	 92	42.328632883	139	46.0	 2	10	20	 78.0	MATCHED
"Yelp"	"Jetsun's Juicyburger"	"1900 Eglinton Avenue E"	"Toronto"	"ON"	"M1L 2L9"	""	"43.7271654762"	"-79.2925357819"	"Diners, Breakfast & Brunch, Restaurants, Burgers"	"4167515387, +14167515387"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-21:0"	"11:0-22:0"	"11:0-22:0"	"11:0-21:0"	  0	 0.000000000	139	 0.0	 0	 0	 0	  0.0	
"Google"	"The Asbury"	"235 N Tryon St"	"Charlotte"	"NC"	"28202"	"USA"	"35.2287553"	"-80.8411155"	"nightlife, restaurants"	"+17043421193"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"11:00 AM – 10:00 PM"	"9:00 AM – 10:00 PM"	"9:00 AM – 10:00 PM"	100	19.024726724	162	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"The Asbury"	"235 N Tryon St"	"Charlotte"	"NC"	"28202"	"United States"	"35.228656529668"	"-80.840994436733"	"American Restaurant, New American Restaurant, Southern Restaurant"	"7043421193"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"11:00-22:00"	"09:00-22:00"	"09:00-22:00"	100	33.824638393	162	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"The Asbury"	"235 N Tryon St"	"Charlotte"	"NC"	"28202"	""	"35.228915"	"-80.84119"	"American (Traditional), Restaurants, American (New), Southern, Breakfast & Brunch"	"7043421193, +17043421193"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"11:0-22:0"	"9:0-22:0"	"11:0-22:0"	  0	 0.000000000	162	 0.0	 0	 0	 0	  0.0	
"Google"	"TD Canada Trust"	"312 Sheppard Ave E"	"North York"	"ON"	"M2N"	"Canada"	"43.7648512"	"-79.3969302"	"financialservices, financialservices, financialservices"	"+14162245512"	"8:00 AM – 8:00 PM"	"8:00 AM – 8:00 PM"	"8:00 AM – 8:00 PM"	"8:00 AM – 8:00 PM"	"8:00 AM – 8:00 PM"	"8:00 AM – 4:00 PM"	"11:00 AM – 4:00 PM"	100	26.577421189	182	50.0	10	10	20	 90.0	MATCHED
"Facebook"	"TD Canada Trust"	"312 Sheppard Ave East"	"Toronto"	"ON"	"M2N 3B4"	"Canada"	"43.764877946799"	"-79.396820411642"	"Bank, Automated Teller Machine (ATM), Financial Service"	"4162245512"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-16:00"	"11:00-16:00"	100	30.997877263	182	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"TD Canada Trust"	"312 Sheppard Avenue E"	"North York"	"ON"	"M2N 3B4"	""	"43.7646125"	"-79.3969369"	"Banks & Credit Unions, Financial Services"	"4162245512, +14162245512"	"8:0-20:0"	"8:0-20:0"	"8:0-20:0"	"8:0-20:0"	"8:0-20:0"	"8:0-16:0"	"8:0-20:0"	  0	 0.000000000	182	 0.0	 0	 0	 0	  0.0	
"Google"	"Ginkgo Café & Bar"	"UQAM - PavilionJA DesèveRue Sainte-Catherine E #308"	"Montréal"	"QC"	"H2X"	"Canada"	"45.5127967"	"-73.5610991"	"restaurants, nightlife, restaurants"	"+15143794449"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 12:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 1:00 AM"	"7:00 AM – 3:00 PM"	 60	 0.007397785	199	30.0	20	10	20	 80.0	MATCHED
"Facebook"	"Ginkgo"	"308 rue Ste-Catherine est"	"Montreal"	"QC"	"H2X 1L7"	"Canada"	"45.51279"	"-73.56047"	"Restaurant, Pub"	"5143794449"	"07:00-00:00"	"07:00-00:00"	"07:00-00:00"	"07:00-01:00"	"07:00-03:00"	"07:00-03:00"	"07:00-15:00"	100	49.073982105	199	50.0	 2	10	20	 82.0	MATCHED
"Yelp"	"Ginkgo"	"308 Rue Sainte-Catherine E"	"Montréal"	"QC"	"H2X 1L7"	""	"45.5127967384"	"-73.5610990226"	"Coffee & Tea, Salad, Nightlife, Food, Tapas Bars, Bars, Breakfast & Brunch, Restaurants, Creperies"	"5143794449, +15143794449"	"7:0-0:0"	"7:0-0:0"	"7:0-0:0"	"7:0-0:0"	"7:0-3:0"	"7:0-3:0"	"7:0-0:0"	  0	 0.000000000	199	 0.0	 0	 0	 0	  0.0	
"Google"	"Espresso Royale Cafe"	"224 State St"	"Madison"	"WI"	"53703"	"USA"	"43.0749507"	"-89.3890865"	"restaurants, shopping"	"+16082590800"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"8:00 AM – 9:00 PM"	 98	56.370677539	211	49.0	 0	10	20	 79.0	MATCHED
"Facebook"	"Espresso Royale Coffee"	"Upper State, 224 State St"	"Madison"	"WI"	"53703-2215"	"United States"	"43.0749799"	"-89.38905"	"Coffee Shop, Restaurant, Internet Cafe"	"6082590800"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"08:00-21:00"	 93	53.711637787	211	46.5	 0	10	20	 76.5	MATCHED
"Yelp"	"Espresso Royale Caffe"	"224 State St"	"Madison"	"WI"	"53703"	""	"43.0749204"	"-89.3883945"	"Sandwiches, Food, Coffee & Tea, Restaurants, Internet Cafes"	"6082590800, +16082590800"	"7:0-22:0"	"7:0-22:0"	"7:0-22:0"	"7:0-22:0"	"7:0-22:0"	"7:0-22:0"	"7:0-22:0"	  0	 0.000000000	211	 0.0	 0	 0	 0	  0.0	
"Google"	"Scarlett Vapors & Smoke Shop"	"1725 E Warm Springs Rd #12"	"Las Vegas"	"NV"	"89119"	"USA"	"36.0568125"	"-115.1285665"	"shopping"	"+17027500553"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	100	37.158242889	246	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"Scarlett Vapors & Smoke Shop"	"1725 E Warm Springs Rd, Ste 12"	"Las Vegas"	"NV"	"89119"	"United States"	"36.057251"	"-115.1289215"	"Gift Shop, Tobacco Store"	"7027500553"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	"10:00-22:00"	100	30.495011798	246	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"Scarlett Vapors & Smoke Shop"	"1725 E Warm Springs Rd, Ste 12"	"Las Vegas"	"NV"	"89119"	""	"36.0571445"	"-115.1286093"	"Wholesale Stores, Head Shops, Shopping, Vape Shops, Adult, Tobacco Shops"	"7027500553, +17027500553"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	"10:0-22:0"	  0	 0.000000000	246	 0.0	 0	 0	 0	  0.0	
"Google"	"Tiger Wok & Ramen"	"3500 S Las Vegas Blvd"	"Las Vegas"	"NV"	"89109"	"USA"	"36.1176787"	"-115.1760124"	"restaurants"	""	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	"9:00 AM – 1:00 AM"	100	62.502730287	247	50.0	 0	 0	20	 70.0	MATCHED
"Facebook"	"Tiger Wok & Ramen"	"3570 Las Vegas Blvd S"	"Las Vegas"	"NV"	"89109"	"United States"	"36.118126"	"-115.17578"	"Chinese Restaurant"		"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	100	 9.206419604	247	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Tiger Wok & Ramen"	"3570 South Las Vegas Blvd"	"Las Vegas"	"NV"	"89109"	""	"36.1181822579"	"-115.175704957"	"Restaurants, Ramen, Chinese, Japanese"	"8887720955, +18887720955"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	  0	 0.000000000	247	 0.0	 0	 0	 0	  0.0	
"Google"	"Queen's Quay Terminal"	"Central Waterfront"	"Toronto"	"ON"	"M5J"	"Canada"	"43.6387919"	"-79.3802851"	"shopping"	""	""	""	""	""	""	""	""	100	38.110836628	255	50.0	 5	 0	20	 75.0	MATCHED
"Facebook"	"Queen's Quay Terminal"	"207 Queens Quay West"	"Toronto"	"ON"	"M5J 1A7"	"Canada"	"43.63877"	"-79.3806"	"Shopping Mall"	"14162030510"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	100	12.656854977	255	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Queen's Quay Terminal"	"207 Queens Quay W"	"Toronto"	"ON"	"M5J 1A7"	""	"43.638769"	"-79.3807571"	"Shopping, Shopping Centers"	"4162033269, +14162033269"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	  0	 0.000000000	255	 0.0	 0	 0	 0	  0.0	
"Google"	"My Thai"	"3024 W Liberty Ave"	"Pittsburgh"	"PA"	"15216"	"USA"	"40.392772"	"-80.037386"	"nightlife, restaurants"	"+14122077507"	"11:30 AM – 10:00 PM"	"11:30 AM – 10:00 PM"	"11:30 AM – 10:00 PM"	"11:30 AM – 10:00 PM"	"11:30 AM – 10:00 PM"	"11:30 AM – 10:00 PM"	"11:30 AM – 9:00 PM"	100	42.192427306	263	50.0	 2	10	20	 82.0	MATCHED
"Facebook"	"My Thai"	"3024 W Liberty Ave"	"Pittsburgh"	"PA"	"15216"	"United States"	"40.39287"	"-80.03746"	"Thai Restaurant"	"4122077507"	"11:30-22:00"	"11:30-22:00"	"11:30-22:00"	"11:30-22:00"	"11:30-22:00"	"11:30-22:00"	"11:30-21:00"	100	40.671319199	263	50.0	 2	10	20	 82.0	MATCHED
"Yelp"	"My Thai"	"3024 W Liberty Ave"	"Pittsburgh"	"PA"	"15216"	""	"40.3930420493"	"-80.0370368072"	"Asian Fusion, Restaurants, Noodles, Salad, Thai"	"4122077507, +14122077507"	"11:30-22:0"	"11:30-22:0"	"11:30-22:0"	"11:30-22:0"	"11:30-22:0"	"11:30-22:0"	"11:30-22:0"	  0	 0.000000000	263	 0.0	 0	 0	 0	  0.0	
"Google"	"Rachel's Kitchen"	"7010 N Durango Dr #140"	"Las Vegas"	"NV"	"89149"	"USA"	"36.288362"	"-115.286582"	"restaurants, restaurants"	"+17028025000"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 9:00 PM"	100	 7.320129804	272	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Rachel's Kitchen"	"7010 N Durango DR"	"Las Vegas"	"NV"	"89149"	"United States"	"36.28871"	"-115.28701"	"American Restaurant"	"7028025000"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	100	52.273151526	272	50.0	 0	10	20	 80.0	MATCHED
"Yelp"	"Rachel's Kitchen"	"7010 N Durango Dr, Ste 140"	"Las Vegas"	"NV"	"89149"	""	"36.2884223309"	"-115.286549547"	"Food, American (New), Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Sandwiches"	"7028025000, +17028025000"	"7:0-21:0"	"7:0-21:0"	"7:0-21:0"	"7:0-21:0"	"7:0-21:0"	"7:0-21:0"	"7:0-21:0"	  0	 0.000000000	272	 0.0	 0	 0	 0	  0.0	
"Google"	"24 Nail"	"4075 S Durango Dr #112"	"Las Vegas"	"NV"	"89147"	"USA"	"36.115379"	"-115.280643"	"beautysvc"	"+17022835305"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 5:00 PM"	100	14.117228899	274	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"24 Nail"	"4075 S Durango Dr, Ste 112"	"Las Vegas"	"NV"	"89147"	"United States"	"36.115399819978"	"-115.28035802985"	"Nail Salon, Spa"	"7022835305"	"09:30-19:00"	"09:30-19:00"	"09:30-19:00"	"09:30-19:00"	"09:30-19:00"	"09:30-17:00"	"NA-NA"	100	38.842870477	274	50.0	 5	10	20	 85.0	MATCHED
"Yelp"	"24 Nail"	"4075 S Durango Dr, Ste 112"	"Las Vegas"	"NV"	"89147"	""	"36.1153115"	"-115.2807759"	"Beauty & Spas, Eyelash Service, Nail Salons, Hair Removal, Waxing"	"7022835305, +17022835305"	"9:30-21:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:30-21:0"	  0	 0.000000000	274	 0.0	 0	 0	 0	  0.0	
"Google"	"Mortimer's Cafe and Pub"	"210 East Trade Street C 148"	"Charlotte"	"NC"	"28202"	"USA"	"35.225179"	"-80.842265"	"nightlife, restaurants"	"+17046880366"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	100	35.268857136	281	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"Mortimers Cafe and Pub"	"210 E Trade St Ste C148"	"Charlotte"	"NC"	"28202"	"United States"	"35.22538"	"-80.84201"	"American Restaurant, Pub"	"7046880366"	"11:00-02:00"	"11:00-02:00"	"11:00-02:00"	"11:00-02:00"	"11:00-02:00"	"11:00-02:00"	"11:00-02:00"	 93	 4.147625079	281	46.5	20	10	20	 96.5	MATCHED
"Yelp"	"Mortimer's Cafe and Pub"	"210 E Trade St, Ste 148-C"	"Charlotte"	"NC"	"28202"	""	"35.2253792"	"-80.8419644"	"American (Traditional), Restaurants, Pubs, Nightlife, Bars, Wraps"	"7046880366, +17046880366"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	"11:0-2:0"	  0	 0.000000000	281	 0.0	 0	 0	 0	  0.0	
"Google"	"Maria's Taco Shop"	"Las Vegas"	"Las Vegas"	"NV"	"89123"	"USA"	"36.0556419"	"-115.1174508"	"restaurants"	"+17024071919"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	"12:00 AM – 7:30 PM, 8:00 PM – 12:00 AM"	 97	35.297138302	283	48.5	 5	10	20	 83.5	MATCHED
"Facebook"	"Maria's Taco Shop"	"7380 S Eastern Ave Ste 118"	"Las Vegas"	"NV"	"89123"	"United States"	"36.055678579941"	"-115.11741322185"	"Mexican Restaurant"	"7024071919"	""	""	""	""	""	""	""	 97	30.863658746	283	48.5	 5	10	20	 83.5	MATCHED
"Yelp"	"Marias Taco Shop"	"7380 S Eastern Ave, Ste 118"	"Las Vegas"	"NV"	"89123"	""	"36.055748"	"-115.1170812"	"Restaurants, Mexican"	"7024071919, +17024071919"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:30-20:0"	"7:30-20:0"	"7:0-20:0"	  0	 0.000000000	283	 0.0	 0	 0	 0	  0.0	
"Google"	"Subway"	"2812 W Sugar Creek Rd"	"Charlotte"	"NC"	"28262"	"USA"	"35.3018356"	"-80.8017188"	"restaurants"	"+17045990050"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	"9:00 AM – 9:00 PM"	100	21.948011002	284	50.0	10	10	20	 90.0	MATCHED
"Facebook"	"Subway"	"2812 W Sugar Creek Rd"	"Charlotte"	"NC"	"28262"	"United States"	"35.301489225002"	"-80.801579304941"	"Fast Food Restaurant"	"7045990050"	""	""	""	""	""	""	""	100	44.572576827	284	50.0	 2	10	20	 82.0	MATCHED
"Yelp"	"Subway"	"2812 W Sugar Creek Rd"	"Charlotte"	"NC"	"28262"	""	"35.301882"	"-80.801484"	"Fast Food, Restaurants, Sandwiches, Food"	"7045990050, +17045990050"	"7:0-21:30"	"7:0-21:30"	"7:0-21:30"	"7:0-21:30"	"7:0-21:30"	"7:0-21:30"	"7:0-21:30"	  0	 0.000000000	284	 0.0	 0	 0	 0	  0.0	
"Google"	"Pizzaville"	"5651 Steeles Ave E #12"	"Scarborough"	"ON"	"M1V"	"Canada"	"43.8317208"	"-79.2663275"	"localservices, localservices, restaurants"	"+14167363636"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 12:30 AM"	"11:00 AM – 1:30 AM"	"11:00 AM – 1:30 AM"	"11:30 AM – 11:30 PM"	100	 0.000000000	286	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Pizzaville"	"5651 Steeles Ave. East UNIT 12"	"Toronto"	"ON"	"M1V 5P6"	"Canada"	"43.83218"	"-79.2667"	"Pizza Place"	"16.736.3636"	"11:00-23:30"	"11:00-23:30"	"11:00-23:30"	"11:00-00:30"	"11:00-01:30"	"11:00-01:30"	"11:30-23:30"	100	59.226855808	286	50.0	 0	 0	20	 70.0	MATCHED
"Yelp"	"Pizzaville"	"5651 Steeles Avenue E"	"Scarborough"	"ON"	"M1V 5P6"	""	"43.8317208"	"-79.2663275"	"Pizza, Italian, Restaurants"	"4167363636, +14167363636"	"11:0-23:30"	"11:0-23:30"	"11:0-23:30"	"11:0-0:30"	"11:0-1:30"	"11:0-1:30"	"11:0-23:30"	  0	 0.000000000	286	 0.0	 0	 0	 0	  0.0	
"Google"	"A Hot Rock Sauna Spa"	"8791 Woodbine Avenue"	"Markham"	"ON"	"L3R"	"Canada"	"43.8559154"	"-79.358331"	"beautysvc, health"	"+19056049337"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	"10:00 AM – 10:00 PM"	100	22.410487906	288	50.0	10	10	20	 90.0	MATCHED
