"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Facebook"	"Space"	"7260  Dean Martin Dr"	"Clark"	"NV"	"89118"	"United States"	"36.057827630008"	"-115.18305857748"	"Restaurant"		""	""	""	""	""	""	""	 33	9.900637e+01	 11	16.5	-5	 0	 0	 11.5	NOT MATCHED
"Facebook"	"Piper Plastics"	"7260 Dean Martin Dr, Ste 1000"	"Las Vegas"	"NV"	"89118-5233"	"United States"	"36.057827630008"	"-115.18305857748"	"Business Service, Commercial & Industrial"	"7022698076"	""	""	""	""	""	""	""	 37	9.900637e+01	 11	18.5	-5	 0	 0	 13.5	NOT MATCHED
"Facebook"	"Never Late Printing"	"7260 Dean Martin Dr Ste 500"	"Las Vegas"	"NV"	"89118"	"United States"	"36.057827630008"	"-115.18305857748"	"Business Service"	"7022489777"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"NA-NA"	"NA-NA"	 19	9.900637e+01	 11	 9.5	-5	 0	 0	  4.5	NOT MATCHED
"Facebook"	"Jrs Enterprises Inc"	"7260 Dean Martin Dr"	"Las Vegas"	"NV"	"89118-5232"	"United States"	"36.057827630008"	"-115.18305857748"	"Hardware Store"	"2626953198"	""	""	""	""	""	""	""	 38	9.900637e+01	 11	19.0	-5	 0	20	 34.0	NOT MATCHED
"Facebook"	"Floors N More"	"7260 Dean Martin Dr, Ste 100"	"Las Vegas"	"NV"	"89118-5239"	"United States"	"36.057827630008"	"-115.18305857748"	"Carpet & Flooring Store, Carpet Cleaner"	"7028510520"	""	""	""	""	""	""	""	 38	9.900637e+01	 11	19.0	-5	 0	 0	 14.0	NOT MATCHED
"Facebook"	"Ejm Kyrene"	"7140  Dean Martin Dr"	"Clark"	"NV"	"89118"	"United States"	"36.05863969"	"-115.182682756"	"Shopping & Retail"	"7025971852"	""	""	""	""	""	""	""	 35	6.948557e+01	 11	17.5	-5	 0	 0	 12.5	NOT MATCHED
"Facebook"	"Vitaphone USA Corporation"	"7140 Dean Martin Dr Ste 700"	"Las Vegas"	"NV"	"89118"	"United States"	"36.058748"	"-115.182924"	"Medical Service"	"7023879337"	""	""	""	""	""	""	""	 26	9.402071e+01	 11	13.0	-5	 0	 0	  8.0	NOT MATCHED
"Facebook"	"Mountain West Dental"	"7140  Dean Martin Dr"	"Clark"	"NV"	"89118"	"United States"	"36.05878"	"-115.18253"	"Business Service"	"7028959921"	""	""	""	""	""	""	""	 42	7.185153e+01	 11	21.0	-5	 0	 0	 16.0	NOT MATCHED
"Facebook"	"Svr Apartments LLC"	"7140 Dean Martin Dr"	"Las Vegas"	"NV"	"89118-4511"	"United States"	"36.05878"	"-115.18253"	"Apartment & Condo Building, Real Estate Service"	"7028705772"	""	""	""	""	""	""	""	 32	7.185153e+01	 11	16.0	-5	 0	 0	 11.0	NOT MATCHED
"Google"	"Keratin & Color by Vanessa Mills"	"8751 W Charleston Blvd Ste 190"	"Las Vegas"	"NV"	"89117"	"USA"	"36.1575464"	"-115.2860736"	"beautysvc"	"+15102090023"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"Closed"	100	0.000000e+00	 15	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Body Spa Salons"	"8751 W Charleston Blvd, Ste 190"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157651697"	"-115.286397334"	"Nail Salon, Massage Service"	"7023682639"	""	""	""	""	""	""	""	 44	3.136919e+01	 15	22.0	 5	 0	20	 47.0	NOT MATCHED
"Facebook"	"Patisserie Manon: French Bakery, Pastry, Bistro"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157697155221"	"-115.28572051866"	"Coffee Shop, European Restaurant, Bakery"	"7025862666"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-21:00"	"07:00-19:00"	"NA-NA"	 38	3.589875e+01	 15	19.0	 5	 0	 0	 24.0	NOT MATCHED
"Facebook"	"Rapid Rehab"	"8751 W Charleston Blvd, Ste 270"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157675218"	"-115.286271975"	"Pilates Studio, Physical Therapist"	"7029822232"	"07:30-19:00"	"07:30-19:00"	"07:30-19:00"	"07:30-19:00"	"07:30-19:00"	"NA-NA"	"NA-NA"	 29	2.288087e+01	 15	14.5	10	 0	 0	 24.5	NOT MATCHED
"Facebook"	"Body Spa West"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157759248998"	"-115.28598046321"	"Skin Care Service, Hair Extensions Service, Tanning Salon"	"7023682639"	""	""	""	""	""	""	""	 33	2.512949e+01	 15	16.5	10	 0	20	 46.5	NOT MATCHED
"Facebook"	"Emerge Beauty Skin Care and Permanent Makeup"	"8751 W. Charleston Blvd.  room 10"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157759248998"	"-115.28598046321"	"Day Spa, Health Spa"	"7024484738"	"10:00-19:00"	"09:00-17:00"	"09:00-20:00"	"18:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	 41	2.512949e+01	 15	20.5	10	 0	20	 50.5	NOT MATCHED
"Facebook"	"The Jerry Lambert Experience At Body Spa West"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.15764928"	"-115.286310135"	"Cosmetics Store, Hair Salon, Hair Extensions Service"	"7022189471"	""	""	""	""	""	""	""	 37	2.414806e+01	 15	18.5	10	 0	20	 48.5	NOT MATCHED
"Facebook"	"LBA Aesthetics"	"8751 W. Charleston Blvd. Ste 210"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157699504025"	"-115.28600450715"	"Skin Care Service"	"7024616474"	""	""	""	""	""	""	""	 27	1.813956e+01	 15	13.5	15	 0	 0	 28.5	NOT MATCHED
"Facebook"	"Barbiigirlnails"	"8751 West Charleston Suite 190"	"Las Vegas"	"NV"	"891117"	"United States"	"36.157699504025"	"-115.28600450715"	"Nail Salon, Health/Beauty"	"7022736370"	"08:00-14:00"	"08:00-14:00"	"08:00-14:00"	"08:00-14:00"	"09:00-18:00"	"10:00-18:00"	"12:00-18:00"	 31	1.813956e+01	 15	15.5	15	 0	20	 50.5	NOT MATCHED
"Facebook"	"Bonefish Grill"	"8701 W. Charleston Rd."	"Las Vegas"	"NV"	"89117"	"United States"	"36.15804"	"-115.28583"	"Seafood Restaurant, New American Restaurant"	"7022400532"	"16:00-22:00"	"16:00-22:00"	"16:00-22:00"	"16:00-22:00"	"16:00-22:30"	"11:00-22:30"	"10:00-21:00"	 36	5.914875e+01	 15	18.0	 0	 0	 0	 18.0	NOT MATCHED
"Facebook"	"Belia Las Vegas"	"5165 S Fort Apache Rd, Ste 180"	"Las Vegas"	"NV"	"89148"	"United States"	"36.157730265711"	"-115.28572252455"	"Skin Care Service, Day Spa, Beauty Salon"	"7029818773"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"12:00-17:00"	"NA-NA"	 44	3.761126e+01	 15	22.0	 5	 0	20	 47.0	NOT MATCHED
"Facebook"	"TY'S Hairtrick's Beauty Salon"	"8751 W Charleston Blvd, Ste 295"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157650979726"	"-115.2864034126"	"Hair Salon, Barber Shop"	"7028624247"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"NA-NA"	"NA-NA"	"NA-NA"	"NA-NA"	 41	3.184733e+01	 15	20.5	 5	 0	20	 45.5	NOT MATCHED
"Facebook"	"Strands Las Vegas for Hair"	"8751 W Charleston Blvd Ste 190"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157579896"	"-115.286117586"	"Hair Salon, Makeup Artist"	"7025240111"	""	""	""	""	""	""	""	 46	5.434443e+00	 15	23.0	20	 0	20	 63.0	NOT MATCHED
"Facebook"	"Coollava Cosmetics"	"8751 W Charleston Blvd Ste 150"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157699504025"	"-115.28600450715"	"Makeup Artist, Cosmetics Store"	"7025927864"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	"08:00-20:00"	 38	1.813956e+01	 15	19.0	15	 0	20	 54.0	NOT MATCHED
"Facebook"	"Teeth Whitening by T&G"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157699504025"	"-115.28600450715"	"Beauty, Cosmetic & Personal Care, Dentist & Dental Office"	"7024617095"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"10:30-17:00"	"09:00-17:00"	"09:00-16:00"	"NA-NA"	 38	1.813956e+01	 15	19.0	15	 0	 0	 34.0	NOT MATCHED
"Facebook"	"Hollywould Design"	"8751 W Charleston Blvd, Ste 150"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157699504025"	"-115.28600450715"	"Hair Salon"	"7023704533"	""	""	""	""	""	""	""	 26	1.813956e+01	 15	13.0	15	 0	20	 48.0	NOT MATCHED
"Facebook"	"Hairtricks Studio 295"	"8751 WCHARLESTON 295C"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157799350759"	"-115.2856457981"	"Hair Salon"	"7028624247"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"NA-NA"	"NA-NA"	"NA-NA"	"NA-NA"	 27	4.765842e+01	 15	13.5	 2	 0	20	 35.5	NOT MATCHED
"Facebook"	"Hair by jeremy at body spa west"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157681373275"	"-115.28633123985"	"Hair Salon"	"7023369266"	"10:00-20:00"	"10:00-20:00"	"10:00-20:00"	"10:00-20:00"	"01:00-20:00"	"NA-NA"	"NA-NA"	 39	2.760390e+01	 15	19.5	10	 0	20	 49.5	NOT MATCHED
"Facebook"	"WWdR Hair"	"8751 W Charleston Blvd, # 190"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157699504025"	"-115.28600450715"	"Hair Salon"	"7028620701"	""	""	""	""	""	""	""	 15	1.813956e+01	 15	 7.5	15	 0	20	 42.5	NOT MATCHED
"Facebook"	"Body Wellness & Skin Care"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157657329693"	"-115.28634622984"	"Health/Beauty, Beauty Salon"	"7024988582"	""	""	""	""	""	""	""	 60	2.743940e+01	 15	30.0	10	 0	20	 60.0	NOT MATCHED
"Facebook"	"Creative Reflections at Body Spa"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157651697"	"-115.286397334"	"Nail Salon, Hair Salon, Makeup Artist"		""	""	""	""	""	""	""	 48	3.136919e+01	 15	24.0	 5	 0	20	 49.0	NOT MATCHED
"Facebook"	"Dynamic Edge Personal Fitness"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117-5480"	"United States"	"36.157578591667"	"-115.28644071"	"Gym/Physical Fitness Center"	"7022022000"	""	""	""	""	""	""	""	 37	3.318954e+01	 15	18.5	 5	 0	 0	 23.5	NOT MATCHED
"Facebook"	"Skin, Hair, Nails Salon"	"8701 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.157778933177"	"-115.28630853416"	"Nail Salon, Hair Salon"		""	""	""	""	""	""	""	 39	3.340551e+01	 15	19.5	 5	 0	20	 44.5	NOT MATCHED
"Facebook"	"Partell Specialty Pharmacy"	"8751 W Charleston Blvd, Ste 120"	"Las Vegas"	"NV"	"89117"	"United States"	"36.15786696"	"-115.28587523333"	"Pharmacy / Drugstore"	"7026853800"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"10:00-14:00"	"NA-NA"	 29	3.989062e+01	 15	14.5	 5	 0	 0	 19.5	NOT MATCHED
"Facebook"	"Scalp Aesthetics Summerlin"	"8751 W Charleston Blvd"	"Las Vegas"	"NV"	"89117"	"United States"	"36.1575725"	"-115.28609264"	"Beauty Salon, Health Spa"	"7027061801"	""	""	""	""	""	""	""	 29	3.371960e+00	 15	14.5	20	 0	20	 54.5	NOT MATCHED
"Google"	"m0851"	"38 Avenue Rd"	"Toronto"	"ON"	"M5R"	"Canada"	"43.6704075"	"-79.3951894"	"shopping"	"+14169204001"	""	""	""	""	""	""	""	100	1.346451e+01	 23	50.0	15	10	 0	 75.0	MATCHED
"Facebook"	"Sorelle and Co."	"161 Yorkville Avenue"	"Toronto"	"ON"	"M5R 1C4"	"Canada"	"43.670365287504"	"-79.394743451666"	"Vegetarian/Vegan Restaurant"	"4162341340"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-19:00"	"09:00-20:00"	"10:00-19:00"	"10:00-19:00"	  0	2.277022e+01	 23	 0.0	10	 0	 0	 10.0	NOT MATCHED
"Facebook"	"STK - Toronto"	"153 Yorkville Ave"	"Toronto"	"ON"	"M5R 1C4"	"Canada"	"43.670224563928"	"-79.394515339103"	"Steakhouse, Cocktail Bar, DJ"	"166139660"	"17:00-23:00"	"17:00-23:00"	"17:00-23:00"	"17:00-00:00"	"17:00-00:00"	"17:00-00:00"	"17:00-23:00"	  0	4.514978e+01	 23	 0.0	 2	 0	 0	  2.0	NOT MATCHED
"Facebook"	"Morton's The Steakhouse"	"4 Avenue Road at Prince Arthur"	"Toronto"	"ON"	"M5R2E8"	"Canada"	"43.669736229092"	"-79.394761472532"	"Steakhouse"	"4169250648"	""	""	""	""	""	""	""	  7	7.651796e+01	 23	 3.5	-5	 0	 0	 -1.5	NOT MATCHED
"Facebook"	"LUMAS Gallery, Toronto"	"159 Yorkville Ave"	"Toronto"	"ON"	"M5R 1C4"	"Canada"	"43.670548647463"	"-79.394514119862"	"Art Gallery"	"169289200"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"00:00-17:00"	  8	4.429712e+01	 23	 4.0	 2	 0	 0	  6.0	NOT MATCHED
"Facebook"	"The Host Fine Indian Cuisine - Yorkville"	"14 Prince Arthur Avenue"	"Toronto"	"ON"	"M5R 1A9"	"Canada"	"43.66991"	"-79.39578"	"Indian Restaurant, Asian Restaurant"	"169624678"	"12:00-22:00"	"12:00-14:30"	"16:00-22:00"	"12:00-14:30"	"16:00-22:00"	"12:00-14:30"	"16:00-22:00"	  0	8.159386e+01	 23	 0.0	-5	 0	 0	 -5.0	NOT MATCHED
"Facebook"	"Jacked Up Coffee"	"136 Yorkville Ave"	"Toronto"	"ON"	"M5R 1C2"	"Canada"	"43.670479165886"	"-79.394094944"	"Coffee Shop"	"9059240031"	"08:00-15:00"	"08:00-15:00"	"08:00-15:00"	"08:00-15:00"	"08:00-15:00"	"08:00-15:00"	"08:00-15:00"	  0	7.526744e+01	 23	 0.0	-5	 0	 0	 -5.0	NOT MATCHED
"Facebook"	"Yorkville Plaza Condominiums"	"21 Avenue Road"	"Toronto"	"ON"		"Canada"	"43.670170641"	"-79.394415298"	"Real Estate"	"473488690"	""	""	""	""	""	""	""	  6	5.503001e+01	 23	 3.0	 0	 0	 0	  3.0	NOT MATCHED
"Facebook"	"VERA WANG BRIDAL TORONTO CANADA"	"38 Ave Rd"	"Toronto"	"ON"	"M5R 1A9"	"Canada"	"43.67021"	"-79.39507"	"Bridal Shop"	"169279094"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"NA-NA"	  0	2.117179e+01	 23	 0.0	10	 0	 0	 10.0	NOT MATCHED
"Facebook"	"Il Posto"	"148 Yorkville Avenue"	"Toronto"	"ON"	"M5R 1C2"	"Canada"	"43.67052"	"-79.39462"	"Italian Restaurant"	"4169680469"	"11:30-15:00"	"17:30-23:00"	"11:30-15:00"	"17:30-23:00"	"11:30-15:00"	"17:30-23:00"	"11:30-15:00"	  0	3.520089e+01	 23	 0.0	 5	 0	 0	  5.0	NOT MATCHED
"Facebook"	"Studio Cafe"	"21 Rd Ave"	"Toronto"	"ON"	"M5R2G1"	"Canada"	"43.670221277896"	"-79.394469634358"	"Cafe"	"1(4169287330"	""	""	""	""	""	""	""	  0	4.865162e+01	 23	 0.0	 2	 0	 0	  2.0	NOT MATCHED
"Facebook"	"The New Residences of Yorkville Plaza"	"155 Yorkville Ave"	"Toronto"	"ON"	"M5R 0B4"	"Canada"	"43.670170641"	"-79.394415298"	"Real Estate, Hotel"	"6473418141"	""	""	""	""	""	""	""	  0	5.503001e+01	 23	 0.0	 0	 0	 0	  0.0	NOT MATCHED
"Facebook"	"Dina Alonzi Bridal"	"8 Prince Arthur Ave Main Floor"	"Toronto"	"ON"	"M5R 1A9"	"Canada"	"43.67006"	"-79.39548"	"Bridal Shop, Retail Company"	"162360270"	"10:00-18:00"	"10:00-18:00"	"10:00-20:00"	"10:00-18:00"	"10:00-18:00"	"NA-NA"	"NA-NA"	  0	5.256850e+01	 23	 0.0	 0	 0	 0	  0.0	NOT MATCHED
"Facebook"	"Babaluu Supper Club"	"136 Yorkville Ave"	"Toronto"	"ON"	"M5R1C2"	"Canada"	"43.67085"	"-79.39411"	"Latin American Restaurant, Dance Studio"	"4165150587"	""	""	""	""	""	""	""	  0	8.912830e+01	 23	 0.0	-5	 0	 0	 -5.0	NOT MATCHED
"Facebook"	"Global Village English Centres - GV Toronto"	"180 Bloor St. W, Suite 202"	"Toronto"	"ON"	"M5S 2V6"	"Canada"	"43.67125"	"-79.39475"	"Language School"	"14169681405"	"09:00-16:00"	"09:00-16:00"	"09:00-16:00"	"09:00-16:00"	"09:00-16:00"	"NA-NA"	"NA-NA"	  0	9.745220e+01	 23	 0.0	-5	 0	 0	 -5.0	NOT MATCHED
"Facebook"	"Encircle Elements"		"Toronto"	"ON"	"L4H 0A3"	"Canada"	"43.6703"	"-79.39507"	"Accessories, Jewelry/Watches"		""	""	""	""	""	""	""	  9	1.145781e+01	 23	 4.5	15	 0	 0	 19.5	NOT MATCHED
"Google"	"Ming Wireless"	"Dundas & University250 Dundas St W unit #106"	"Toronto"	"ON"	"M5T"	"Canada"	"43.654801"	"-79.389696"	"shopping"	"+14169798848"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:30 AM – 6:00 PM"	"Closed"	100	1.609424e+01	 24	50.0	15	10	 0	 75.0	MATCHED
"Facebook"	"Mount Sinai Fertility"	"250 Dundas Street West"	"Toronto"	"ON"	"M5T 2Z5"	"Canada"	"43.65481"	"-79.38975"	"Hospital, Reproductive Service"	"14165935900"	"07:00-16:30"	"07:00-16:30"	"07:00-16:30"	"07:00-16:30"	"07:00-16:30"	"07:00-15:00"	"07:00-15:00"	 24	1.257636e+01	 24	12.0	15	 0	 0	 27.0	NOT MATCHED
"Facebook"	"Multiple Sclerosis Society of Canada"	"500-250 Dundas Street West"	"Toronto"	"ON"	"M5T 2Z5"	"Canada"	"43.65481"	"-79.38975"	"Nonprofit Organization, Charity Organization"	"14169226065"	""	""	""	""	""	""	""	 33	1.257636e+01	 24	16.5	15	 0	 0	 31.5	NOT MATCHED
"Facebook"	"Public Health Ontario - Santé publique Ontario"	"480 University Avenue, Suite 300"	"Toronto"	"ON"	"M5G 1V2"	"Canada"	"43.6551"	"-79.38902"	"Government Organization, Public & Government Service, Medical & Health"	"472607100"	""	""	""	""	""	""	""	 25	7.964365e+01	 24	12.5	-5	 0	 0	  7.5	NOT MATCHED
"Facebook"	"Cafe Plenty"	"250 Dundas St West"	"Toronto"	"ON"	"M5T2Z5"	"Canada"	"43.65481"	"-79.38975"	"Restaurant, Coffee Shop"	"4165857842"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"NA-NA"	"NA-NA"	 25	1.257636e+01	 24	12.5	15	 0	 0	 27.5	NOT MATCHED
"Facebook"	"Everest nail salon"	"250 Dundas St. W. unit #4"	"Toronto"	"ON"	"M5T 2Z5"	"Canada"	"43.65481"	"-79.38975"	"Nail Salon, Massage Service, Skin Care Service"	"165983134"	"10:00-20:00"	"10:00-20:00"	"10:00-20:00"	"10:00-20:00"	"10:00-20:00"	"10:00-19:00"	"11:00-18:00"	 26	1.257636e+01	 24	13.0	15	 0	 0	 28.0	NOT MATCHED
"Facebook"	"52 Division, Toronto Police Service"	"255 Dundas street west"	"Toronto"	"ON"	"M5T 2W5"	"Canada"	"43.6542"	"-79.38967"	"Police Station, Law Enforcement Agency"	"168085200"	""	""	""	""	""	""	""	 26	6.381987e+01	 24	13.0	 0	 0	 0	 13.0	NOT MATCHED
"Facebook"	"Hagen Hair & Barber"	"292 Dundas St W"	"Toronto"	"ON"	"M5T 1G2"	"Canada"	"43.6545"	"-79.39107"	"Hair Salon"	"4169775774"	"10:00-18:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"09:00-18:00"	"NA-NA"	 27	9.955588e+01	 24	13.5	-5	 0	 0	  8.5	NOT MATCHED
"Facebook"	"Gallery Sushi"	"275 Dundas St W"	"Toronto"	"ON"	"M5T3K1"	"Canada"	"43.654315649"	"-79.390601531"	"Sushi Restaurant"	"1(4165972580"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	"11:00-23:00"	 38	7.549343e+01	 24	19.0	-5	 0	 0	 14.0	NOT MATCHED
"Facebook"	"Rehabilitation Sciences Institute"	"500 University Ave."	"Toronto"	"ON"	"M5G 1V7"	"Canada"	"43.65542"	"-79.38912"	"College & University, Medical & Health"	"4169780300"	"07:00-13:00"	"07:00-16:00"	"07:00-14:00"	"07:00-16:00"	"07:00-14:00"	"09:00-11:00"	"13:00-14:00"	 35	9.651908e+01	 24	17.5	-5	 0	 0	 12.5	NOT MATCHED
"Facebook"	"CMHA National / ACSM National"	"500-250 Dundas Street West"	"Toronto"	"ON"	"M5T 2Z5"	"Canada"	"43.65481"	"-79.38975"	"Nonprofit Organization, Medical Service"	"166465557"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"09:00-17:00"	"NA-NA"	"NA-NA"	 30	1.257636e+01	 24	15.0	15	 0	 0	 30.0	NOT MATCHED
"Facebook"	"One Parklane"	"280 Simcoe Street"	"Toronto"	"ON"	"M5T 2Y5"	"Canada"	"43.65538"	"-79.38978"	"Apartment & Condo Building"		""	""	""	""	""	""	""	 40	7.040866e+01	 24	20.0	-5	 0	 0	 15.0	NOT MATCHED
"Facebook"	"The Library Specialty Coffee"	"281 Dundas ST W"	"Toronto"	"ON"	"M5T1G1"	"Canada"	"43.65427"	"-79.39077"	"Coffee Shop, Product/Service"	"473508839"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"09:00-18:00"	"09:00-18:00"	 29	8.928139e+01	 24	14.5	-5	 0	 0	  9.5	NOT MATCHED
"Facebook"	"Anoush Shawarma & Falafel"	"250 Dundas St W Suite 15"	"Toronto"	"ON"	"M5T 2Z5"	"Canada"	"43.65481"	"-79.38975"	"Middle Eastern Restaurant"	"14162041680"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"10:00-19:00"	"09:00-18:00"	"09:00-18:00"	 28	1.257636e+01	 24	14.0	15	 0	 0	 29.0	NOT MATCHED
